"","UI","UI.glmm","UI.GLM","AI","AI.glmm","AI.GLM","mixed.sd"
"ENSG00000179630",0.425974700192117,0.425973438681036,0.425975113679636,-0.220768095308793,-0.220768779152234,-0.220767823341223,4.28571428571428e-08
"ENSG00000179632",-0.159222830198214,-0.159222789606873,-0.159222789666195,0.00608409059585082,0.00608413367627645,0.00608413369507455,0
"ENSG00000179636",0.130746506588259,0.130748475343392,0.130748450674059,NA,-1.040527235407,-1.04052743663849,0
"ENSG00000179639",1.02464622180573,1.02464767675428,1.02464760849571,NA,0.82623969240799,0.826239655504863,1.93548387096752e-08
"ENSG00000179674",-0.852781997884939,-0.852782025698639,-0.852781863850454,0.0236098492853589,0.0236129686406511,0.0236101513354503,0
"ENSG00000179698",0.193366526056602,0.193366615702553,0.193366615850683,-0.277779635153,-0.277779559106714,-0.277779558641774,0
"ENSG00000179715",-0.4926632967242,-0.492008176944879,-0.492663448033381,-1.8046785835865,-1.78483620196141,-1.80467892980573,0.215297355930657
"ENSG00000179743",-0.42169362362409,-0.421693642385721,-0.421693638200949,-0.366745014770902,-0.366745000840205,-0.366745001506748,0
"ENSG00000179750",-0.834999950184109,-0.83499948435413,-0.83499948445538,1.23459321260073,1.23459387790145,1.23459387780474,2e-07
"ENSG00000179761",0.414686324442318,0.414686570330417,0.414686546417672,-0.0451673508547397,-0.0451671971888103,-0.0451672099800875,0
"ENSG00000179766",0.4083793707147,0.507451660526812,0.408380785180452,0.546979238234512,0.94117130752099,0.546980678200584,0.429580452902872
"ENSG00000179772",-0.995799468982096,-0.998225120786385,-0.995800067231317,-0.494558485626069,-0.51166077875761,-0.494559082318126,0.0916184107511718
"ENSG00000179774",0.157354732548091,0.15735535062954,0.157355211902417,NA,0.713498726632555,0.713500293388171,8.40000000000004e-08
"ENSG00000179776",-0.295124051183605,-0.25891775727051,-0.295123992965434,-0.243158011907572,-0.21734242021691,-0.243157962927031,0.128391487152152
"ENSG00000179796",-0.355769126123003,-0.355769827035815,-0.355769878343159,NA,-2.49200912210044,-2.49201173351915,0
"ENSG00000179813",-0.00629497201824815,-0.0563524023937279,-0.00629560352150302,-1.54989731376277,-1.5552724417835,-1.5498980778803,0.226661284094708
